Time (UTC),Range (km),Azimuth (deg),Elevation (deg),d Range/dt (km/s),d Azimuth/dt (deg/s),d Elevation/dt (deg/s),One Way Light Time (s)
2025-03-03T18:05:00,352138.3914964981,87.38982289408233,17.117385899763864,-0.6823975863488609,0.0022812955216119694,0.003181656151021025,1.1746072394406202
2025-03-03T18:06:00,352097.46795577026,87.52676119965405,17.308302092725217,-0.6817196100893455,0.002283324350321972,0.003182213813903462,1.1744707332022684
2025-03-03T18:07:00,352056.58524400805,87.66382298151693,17.499251180821503,-0.6810366053536461,0.002285411449817405,0.003182752646638911,1.1743343631546863
2025-03-03T18:08:00,352015.7436630147,87.8010117455446,17.690232032760232,-0.6803485704981735,0.002287557141730119,0.0031832725992257433,1.1741981303045814
2025-03-03T18:09:00,351974.9435145981,87.93833101707604,17.88124351418555,-0.6796555040396433,0.0022897617533208375,0.0031837736198141037,1.174062035658676
2025-03-03T18:10:00,351934.18510352785,88.07578434095565,18.072284487402822,-0.6789574046482203,0.0022920256175388803,0.0031842556546900487,1.1739260802335725
2025-03-03T18:11:00,351893.4687260671,88.21337528306626,18.263353811959256,-0.6782542711720048,0.0022943490731066898,0.0031847186482563006,1.173790265017498
2025-03-03T18:12:00,351852.7946900161,88.3511074286132,18.454450343318754,-0.6775461025924798,0.0022967324645531643,0.00318516254301907,1.1736545910371634
2025-03-03T18:13:00,351812.16329461324,88.48898438452666,18.64557293395383,-0.6768328980673743,0.0022991761423140087,0.0031855872795660627,1.1735190592907219
2025-03-03T18:14:00,351771.5748448417,88.62700977834996,18.83672043236376,-0.6761146568988199,0.0023016804627760314,0.003185992796551567,1.1733836707954863
2025-03-03T18:15:00,351731.02963718533,88.76518726008912,19.02789168384267,-0.6753913785643642,0.002304245788371772,0.003186379030674479,1.173248426540421
2025-03-03T18:16:00,351690.5279796186,88.90352050048388,19.21908552912011,-0.6746630626717955,0.0023068724876136415,0.003186745916664459,1.1731133275528185
2025-03-03T18:17:00,351650.0701714627,89.04201319345849,19.410300805472012,-0.6739297090026097,0.0023095609352012415,0.0031870933872572703,1.1729783748311065
2025-03-03T18:18:00,351609.65651494527,89.18066905531532,19.601536345911946,-0.6731913174866415,0.002312311512073231,0.003187421373178138,1.1728435693834076
2025-03-03T18:19:00,351569.28731243545,89.31949182540625,19.792790979236326,-0.6724478882073193,0.0023151246054857375,0.0031877298031207963,1.1727089122183167
2025-03-03T18:20:00,351528.96286891645,89.45848526619922,19.984063529717602,-0.6716994213946315,0.002318000609080552,0.0031880186037275666,1.172574404353149
2025-03-03T18:21:00,351488.68348378525,89.59765316457796,20.175352817518917,-0.6709459174435066,0.0023209399229779004,0.003188287699565631,1.172440046786585
2025-03-03T18:22:00,351448.4494591881,89.73699933132585,20.36665765803947,-0.6701873768944031,0.0023239429538358426,0.003188537013108096,1.1723058405264755
2025-03-03T18:23:00,351408.26110022323,89.87652760153931,20.557976861797005,-0.6694238004329707,0.0023270101149277826,0.003188766464712331,1.1721717865905195
2025-03-03T18:24:00,351368.11870319257,90.01624183619049,20.749309234975122,-0.6686551889135224,0.00233014182624413,0.0031889759725927808,1.1720378859670733
2025-03-03T18:25:00,351328.02257584897,90.15614592046208,20.94065357809372,-0.6678815433156009,0.002333338514530722,0.0031891654528059268,1.1719041396826901
2025-03-03T18:26:00,351287.97302033356,90.29624376596307,21.132008686933016,-0.6671028647810182,0.0023366006134057007,0.0031893348192203134,1.1717705487452041
2025-03-03T18:27:00,351247.9703326746,90.43653931110272,21.32337335236661,-0.6663191546119309,0.002339928563441299,0.0031894839834917354,1.1716371141420596
2025-03-03T18:28:00,351208.0148204285,90.57703651973841,21.514746359209038,-0.665530414234003,0.0023433228122097865,0.0031896128550466716,1.171503836899154
2025-03-03T18:29:00,351168.1067855063,90.71773938341866,21.706126487139038,-0.6647366452335266,0.0023467838144056543,0.003189721341049931,1.1713707180235544
2025-03-03T18:30:00,351128.24652367586,90.85865192176487,21.897512510521544,-0.6639378493552366,0.002350312031930661,0.003189809346378353,1.1712377585018359
2025-03-03T18:31:00,351088.43434223294,90.99977818113572,22.088903197261377,-0.6631340284660379,0.002353907933941641,0.003189876773603422,1.1711049593590277
2025-03-03T18:32:00,351048.6705425607,91.14112223685615,22.28029730968372,-0.6623251845906264,0.0023575719969770774,0.0031899235229563613,1.1709723216004342
2025-03-03T18:33:00,351008.9554202555,91.2826881936876,22.471693604426523,-0.6615113199119556,0.002361304705047657,0.003189949492300716,1.1708398462120604
2025-03-03T18:34:00,350969.2892851289,91.42448018412858,22.663090831037863,-0.660692436726305,0.002365106549676818,0.003189954577115212,1.1707075342273252
2025-03-03T18:35:00,350929.672429477,91.56650237222283,22.85448773377412,-0.6598685375112519,0.0023689780300694117,0.003189938670448611,1.1705753866212238
2025-03-03T18:36:00,350890.1051599929,91.70875895068278,23.045883049532513,-0.659039624857293,0.0023729196531268124,0.0031899016629081825,1.1704434044167746
2025-03-03T18:37:00,350850.58777442225,91.8512541437708,23.23727550908609,-0.6582057015161906,0.002376931933597148,0.003189843442617402,1.17031158860715
2025-03-03T18:38:00,350811.1205762179,91.99399220627681,23.42866383608337,-0.6573667703703308,0.002381015394134954,0.0031897638951942915,1.1701799402045594
2025-03-03T18:39:00,350771.70386287937,92.13697742519126,23.620046747580055,-0.6565228344562479,0.0023851705654263956,0.0031896629037139104,1.170048460201355
2025-03-03T18:40:00,350732.3379345368,92.28021411928525,23.81142295335739,-0.6556738969456637,0.002389397986264895,0.003189540348682193,1.1699171495986629
2025-03-03T18:41:00,350693.02309404104,92.42370663959133,24.002791155781217,-0.6548199611452556,0.002393698203649312,0.003189396108004417,1.1697860094066848
2025-03-03T18:42:00,350653.7596412125,92.56745937052867,24.194150049984792,-0.653961030508273,0.002398071772900012,0.0031892300569489815,1.1696550406255135
