Time (UTC),Range (km),Azimuth (deg),Elevation (deg),d Range/dt (km/s),d Azimuth/dt (deg/s),d Elevation/dt (deg/s),One Way Light Time (s)
2025-03-01T20:55:00,325670.5008189034,122.59795242741012,56.406993562700166,0.3020490540275347,0.005187622956327013,0.0029070728732498844,1.086319859383865
2025-03-01T20:56:00,325688.65992503735,122.91048293084587,56.5811181983369,0.3032549835819305,0.005230149534252843,0.002897053327601902,1.0863804316419374
2025-03-01T20:57:00,325706.89148772554,123.22558109822573,56.7546365340516,0.304464358014612,0.005273212469017388,0.0028868623896477884,1.0864412455890584
2025-03-01T20:58:00,325725.19571549085,123.54327924195621,56.92753819934394,0.3056771496711148,0.005316816130520497,0.0028764971596631893,1.0865023019207871
2025-03-01T20:59:00,325743.57281247515,123.86360993383052,57.099812648598544,0.30689333082374226,0.005360964771076903,0.0028659546937856374,1.0865636013180664
2025-03-01T21:00:00,325762.0229811605,124.18660599696858,57.2714491582389,0.3081128736712344,0.005405662514837845,0.002855232004048218,1.0866251444563044
2025-03-01T21:01:00,325780.5464250963,124.51230049717309,57.442436823917895,0.3093357503384784,0.00545091334672258,0.0028443260584645525,1.0866869320144683
2025-03-01T21:02:00,325799.14333818323,124.84072673691807,57.61276455858759,0.3105619328807263,0.005496721101196296,0.0028332337810588575,1.0867489646393416
2025-03-01T21:03:00,325817.8139205481,125.17191824187208,57.782421088787636,0.31179139327870864,0.005543089449794124,0.0028219520521817064,1.0868112429984749
2025-03-01T21:04:00,325836.558370568,125.5059087527696,57.95139495257221,0.31302410344200826,0.005590021888759737,0.0028104777086868722,1.0868737677535836
2025-03-01T21:05:00,325855.3768797847,125.84273221595409,58.11967449726924,0.31426003521145063,0.005637521726072161,0.0027988075441916674,1.0869365395435824
2025-03-01T21:06:00,325874.2696380938,126.18242277028236,58.287247876538125,0.3154991603579189,0.0056855920675967595,0.002786938309505902,1.086999559001894
2025-03-01T21:07:00,325893.23684138013,126.52501473235797,58.4541030472717,0.31674145058009895,0.005734235802558828,0.0027748667131689687,1.0870628267819205
2025-03-01T21:08:00,325912.2786760625,126.87054258744952,58.62022776816449,0.31798687751075594,0.0057834555891425185,0.0027625894218382047,1.0871263435054879
2025-03-01T21:09:00,325931.395329568,127.21904097228945,58.785609596482544,0.31923541271354416,0.005833253838687609,0.002750103061014118,1.0871901097977859
2025-03-01T21:10:00,325950.5869874045,127.5705446604477,58.95023588580726,0.32048702768456394,0.005883632699658216,0.002737404215733914,1.0872541262776017
2025-03-01T21:11:00,325969.85383360233,127.92508854614404,59.114093783634694,0.32174169385301177,0.005934594040911421,0.0027244894313805733,1.0873183935587947
2025-03-01T21:12:00,325989.1960502779,128.28270762686668,59.27717022900886,0.3229993825817248,0.005986139434308585,0.00271135521459934,1.0873829122488397
2025-03-01T21:13:00,326008.61381790304,128.6434369850765,59.439451950234016,0.32426006516785577,0.006038270136690681,0.00269799803431535,1.087447682949726
2025-03-01T21:14:00,326028.10731790244,129.00731176797626,59.60092546249084,0.32552371284247794,0.006090987071105678,0.0026844143228946047,1.0875127062666217
2025-03-01T21:15:00,326047.676722111,129.37436716993406,59.76157706632479,0.32679029677518123,0.00614429080778946,0.002670600477281435,1.0875779827727052
2025-03-01T21:16:00,326067.3222109542,129.74463840537675,59.92139284441417,0.32805978806772185,0.006198181543552096,0.0026565528605715927,1.0876435130698123
2025-03-01T21:17:00,326087.04395540484,130.11816069113627,60.08035866073074,0.3293321577616046,0.006252659081676423,0.0026422678033164687,1.0877092977282463
2025-03-01T21:18:00,326106.8421273137,130.49496921913487,60.23846015798646,0.3306073768347808,0.00630772281021081,0.0026277416052781573,1.0877753373212398
2025-03-01T21:19:00,326126.71689676313,130.87509913157163,60.39568275599531,0.3318854162032103,0.00636337168001041,0.0026129705371849654,1.0878416324161264
2025-03-01T21:20:00,326146.66843205586,131.25858549401244,60.55201164999713,0.3331662467215297,0.006419604182027747,0.002597950842664438,1.0879081835743043
2025-03-01T21:21:00,326166.69690238324,131.64546326629946,60.70743180892786,0.33444983918260096,0.006476418323847515,0.0025826787403638767,1.087974991360134
2025-03-01T21:22:00,326186.80246738123,132.03576727603755,60.861927974612655,0.33573616432234843,0.006533811606016794,0.0025671504260758524,1.088042056306104
2025-03-01T21:23:00,326206.985295338,132.42953218182754,61.01548465939276,0.33702519281309673,0.0065917809967491045,0.0025513620753800518,1.088109378973563
2025-03-01T21:24:00,326227.2455449084,132.82679244615483,61.1680861460438,0.3383168952714666,0.006650322907245687,0.0025353098460208986,1.0881769598917275
2025-03-01T21:25:00,326247.58337568364,133.22758229804694,61.31971648620294,0.33961124225489847,0.00670943316543924,0.0025189898808122987,1.088244799592936
2025-03-01T21:26:00,326267.9989454189,133.63193569802934,61.47035949969402,0.34090820426330737,0.006769106989580538,0.002502398310579601,1.088312898603403
2025-03-01T21:27:00,326288.49241272296,134.03988629992554,61.6199987737714,0.34220775173864393,0.006829338961095229,0.0024855312573612907,1.0883812574521905
2025-03-01T21:28:00,326309.0639266166,134.4514674151667,61.768617663254375,0.3435098550698328,0.0068901229973699985,0.002468384837643273,1.0884498766363784
2025-03-01T21:29:00,326329.71364472347,134.8667119662328,61.91619928931431,0.34481448458591757,0.006951452323026658,0.0024509551661838417,1.0885187566817422
2025-03-01T21:30:00,326350.44171516877,135.28565245013,62.06272654046241,0.3461216105642215,0.007013319442043384,0.0024332383595706436,1.0885878980823753
2025-03-01T21:31:00,326371.24828684534,135.70832089091599,62.20818207223007,0.3474312032267033,0.0070757161084493364,0.0024152305403837564,1.0886573013349303
2025-03-01T21:32:00,326392.133509329,136.1347487937696,62.352548307650004,0.3487432327405555,0.007138633297026824,0.0023969278414540584,1.0887269669383377
2025-03-01T21:33:00,326413.0975229178,136.56496710089132,62.49580743854288,0.3500576692233093,0.00720206117411163,0.002378326410202335,1.0887968953605822
2025-03-01T21:34:00,326434.14047613664,136.9990061359186,62.63794142560716,0.35137448273570016,0.00726598906709575,0.002359422413636605,1.08886708709709
2025-03-01T21:35:00,326455.26250816387,137.4368955588892,62.77893200065771,0.352693643290122,0.007330405435117265,0.0023402120430670004,1.088937542612109
2025-03-01T21:36:00,326476.4637589863,137.87866430969774,62.91876066772449,0.35401512084686715,0.007395297838603633,0.002320691519490513,1.0890082623725854
2025-03-01T21:37:00,326497.74436920654,138.32434055323895,63.05740870499811,0.35533888531465774,0.007460652909193316,0.0023008570990842507,1.0890792468475194
2025-03-01T21:38:00,326519.1044725488,138.77395162549388,63.194857167482354,0.35666490655480665,0.007526456320042849,0.0022807050788369917,1.0891504964829664
2025-03-01T21:39:00,326540.54420098994,139.22752397336293,63.33108688937087,0.3579931543795878,0.007592692755836317,0.0022602318026417145,1.0892220117191538
2025-03-01T21:40:00,326562.0636948688,139.68508309077134,63.46607848659675,0.35932359854837426,0.007659345882889344,0.0022394336677476357,1.089293793024202
2025-03-01T21:41:00,326583.6630773393,140.1466534658142,63.599812361361145,0.360656208779532,0.00772639832101901,0.00221830713090334,1.0893658408089084
2025-03-01T21:42:00,326605.3424826463,140.61225850712094,63.73226870468754,0.3619909547388227,0.007793831613923958,0.0021968487156315115,1.0894381555210646
2025-03-01T21:43:00,326627.1020327945,141.08192048660027,63.863427501605635,0.3633278060501084,0.007861626202135407,0.002175055018955588,1.0895107375676358
2025-03-01T21:44:00,326648.941860939,141.5556604642064,63.993268534841796,0.3646667322858077,0.007929761395056389,0.0021529227191444825,1.089583587392779
2025-03-01T21:45:00,326670.86208290665,142.03349822944872,64.12177139105152,0.36600770298018137,0.00799821534585796,0.002130448582879921,1.089656705382851
2025-03-01T21:46:00,326692.86282566166,142.51545222105491,64.24891546525488,0.36735068761743594,0.008066965025374769,0.002107629473632468,1.0897300919613588
2025-03-01T21:47:00,326714.94420382916,143.0015394636531,64.37467996775761,0.36869565564258355,0.00813598619916833,0.0020844623594389153,1.0898037475106501
2025-03-01T21:48:00,326737.1063434122,143.4917754864023,64.49904392983701,0.37004257645190375,0.008205253404330069,0.002060944321720504,1.0898776724510268
2025-03-01T21:49:00,326759.3493527394,143.98617425897203,64.62198621181882,0.3713914194062369,0.008274739929784865,0.0020370725634681237,1.0899518671438337
2025-03-01T21:50:00,326781.6733514125,144.48474810568848,64.74348550963491,0.3727421538189555,0.008344417796318858,0.0020128444186532954,1.09002633198802
2025-03-01T21:51:00,326804.0784468858,144.98750763750732,64.86352036374758,0.3740947489671278,0.00841425774049164,0.001988257360967564,1.0901010673420137
2025-03-01T21:52:00,326826.56475760794,145.49446166582706,64.9820691670653,0.3754491740816155,0.008484229199051098,0.0019633090136137663,1.0901760736009174
2025-03-01T21:53:00,326849.1323846117,146.0056171347611,65.09911017508256,0.3768053983606814,0.00855430029761466,0.001937997158368008,1.0902513511017404
2025-03-01T21:54:00,326871.7814401438,146.52097903151542,65.2146215148242,0.37816339095780194,0.008624437839918777,0.001912319745872492,1.0903269002188973
2025-03-01T21:55:00,326894.5120268364,147.04055031461888,65.32858119588224,0.3795231209916867,0.008694607301645728,0.0018862749052050824,1.0904027212947316
2025-03-01T21:56:00,326917.3242479212,147.56433183020746,65.44096712113118,0.38088455754226125,0.008764772826189815,0.001859860954178027,1.090478814673587
