Time (UTC),Range (km),Azimuth (deg),Elevation (deg),d Range/dt (km/s),d Azimuth/dt (deg/s),d Elevation/dt (deg/s),One Way Light Time (s)
2025-03-16T08:50:00,945060.6867083409,210.89641541954649,33.682422039240414,0.8436858109365222,0.004353117058553895,-0.0017420808109129147,3.1523831286921196
2025-03-16T08:51:00,945111.3503169251,211.15721203501494,33.57750034435198,0.8451006265128562,0.0043400998514351655,-0.0017552963055517481,3.1525521242996875
2025-03-16T08:52:00,945162.09872157,211.41722698697416,33.4717880082666,0.8465123426350623,0.004327061901800454,-0.0017684355158787176,3.1527214027564696
2025-03-16T08:53:00,945212.9317355053,211.67645908291942,33.36528960823611,0.8479209323292469,0.004314004941068862,-0.001781498437250233,3.152890963439465
2025-03-16T08:54:00,945263.849170339,211.93490723388163,33.25800972146451,0.8493263686837231,0.004300930680189484,-0.001794485075575884,3.153060805720266
2025-03-16T08:55:00,945314.8508361347,212.19257045240124,33.14995292450883,0.8507286248493777,0.004287840809458602,-0.001807395447096692,3.1532309289653133
2025-03-16T08:56:00,945365.9365413077,212.44944785233952,33.041123792625186,0.8521276740405437,0.004274736998307992,-0.0018202295782559232,3.153401332535549
2025-03-16T08:57:00,945417.1060923224,212.70553864630813,32.93152689920742,0.8535234895350907,0.004261620895165226,-0.0018329875054503239,3.153572015785408
2025-03-16T08:58:00,945468.3592948428,212.9608421464948,32.82116681513018,0.8549160446754183,0.004248494127247832,-0.0018456692749515174,3.1537429780666564
2025-03-16T08:59:00,945519.695951966,213.21535776051783,32.710048108253666,0.8563053128684324,0.004235358300490023,-0.0018582749425793263,3.153914218722493
2025-03-16T09:00:00,945571.1158661022,213.46908499300866,32.59817534276115,0.8576912675867217,0.004222214999347059,-0.0018708045736610989,3.1540857370938333
2025-03-16T09:01:00,945622.6188373058,213.72202344224306,32.4855530786606,0.8590738823683726,0.0042090657867315615,-0.001883258242744815,3.154257532513729
2025-03-16T09:02:00,945674.2046645306,213.9741727998791,32.37218587121116,0.8604531308180441,0.0041959122038900155,-0.0018956360334671603,3.1544296043115616
