Time (UTC),Range (km),Azimuth (deg),Elevation (deg),d Range/dt (km/s),d Azimuth/dt (deg/s),d Elevation/dt (deg/s),One Way Light Time (s)
2025-03-02T09:35:00,347979.2356373606,80.84088609512484,11.203745923410112,-0.0169617646820881,0.002574262677520581,0.0031396365763813236,1.1607337888312073
2025-03-02T09:36:00,347978.2144421302,80.99534529255723,11.392170200525737,-0.01707695885357463,0.002574386467591602,0.003141168908323525,1.160730382490577
2025-03-02T09:37:00,347977.1865302412,81.14981358168731,11.580685742694397,-0.017185668901122053,0.0025745657693352175,0.00314267874741723,1.160726953745585
2025-03-02T09:38:00,347976.15229073475,81.30429429920726,11.76929120055817,-0.01728789528404162,0.0025748007828341997,0.003144166100385237,1.160723503893933
2025-03-02T09:39:00,347975.1121126069,81.4587907939285,11.957985225109605,-0.01738363858495795,0.0025750917121995353,0.003145630972241763,1.1607200342331723
2025-03-02T09:40:00,347974.06638471986,81.61330642702906,12.14676646759435,-0.017472899509933804,0.0025754387656192947,0.0031470733662830497,1.1607165460604074
2025-03-02T09:41:00,347973.0154960522,81.76784457231061,12.335633579401856,-0.01755567888857046,0.0025758421554081933,0.0031484932840777496,1.1607130406731323
2025-03-02T09:42:00,347971.95983274555,81.92240861675438,12.524585212170825,-0.01763197767501179,0.0025763020980592985,0.0031498907254594866,1.1607095193593746
2025-03-02T09:43:00,347970.89978620276,82.07700195980806,12.713620017061295,-0.01770179694500662,0.0025768188142884486,0.0031512656885087247,1.1607059834247162
2025-03-02T09:44:00,347969.83574782615,82.23162801429423,12.902736645060553,-0.017765137898121175,0.0025773925290888296,0.0031526181695478777,1.1607024341747323
2025-03-02T09:45:00,347968.76810090675,82.38629020763969,13.09193374752065,-0.01782200186058347,0.0025780234717893403,0.0031539481631380744,1.1606988728879455
2025-03-02T09:46:00,347967.6972366661,82.54099198019009,13.281209974779594,-0.01787239027955767,0.002578711876093406,0.0031552556620527607,1.1606953008693306
2025-03-02T09:47:00,347966.6235435556,82.69573678676315,13.470563976895875,-0.017916304727048527,0.0025794579801401226,0.0031565406572766756,1.1606917194146216
2025-03-02T09:48:00,347965.5474099596,82.85052809660066,13.659994403330986,-0.017953746899026513,0.0025802620265553086,0.0031578031379917867,1.1606881298193286
2025-03-02T09:49:00,347964.4692240887,83.00536939364571,13.84949990285455,-0.017984718615493556,0.0025811242625051523,0.003159043091565511,1.1606845333783837
2025-03-02T09:50:00,347963.3893714708,83.16026417712706,14.03907912361841,-0.01800922182140674,0.0025820449397533267,0.003160260503540738,1.1606809313777693
2025-03-02T09:51:00,347962.30824539874,83.31521596054333,14.228730712235706,-0.01802725858306964,0.0025830243147044745,0.0031614553576143904,1.1606773251293692
2025-03-02T09:52:00,347961.2262311569,83.47022827389648,14.418453314904353,-0.01803883109373494,0.002584062648476654,0.003162627635638445,1.1606737159183536
2025-03-02T09:53:00,347960.1437137313,83.62530466299309,14.60824557668468,-0.01804394167078449,0.002585160206949235,0.0031637773175997998,1.160670105028897
2025-03-02T09:54:00,347959.0610862051,83.78044868877122,14.798106140748125,-0.01804259275322817,0.0025863172608102682,0.003164904381600809,1.1606664937721856
2025-03-02T09:55:00,347957.978733287,83.93566392951762,14.988033649521315,-0.0180347869069859,0.0025875340856319597,0.003166008803858399,1.1606628834314676
2025-03-02T09:56:00,347956.89704232826,84.09095397989032,15.178026743745239,-0.018020526821416638,0.0025888109619168556,0.0031670905586816305,1.1606592752988079
2025-03-02T09:57:00,347955.8163977994,84.24632245184895,15.368084062769743,-0.01799981531110717,0.002590148175162879,0.003168149618461455,1.160655670656663
2025-03-02T09:58:00,347954.737191964,84.40177297364446,15.558204243592728,-0.017972655312446406,0.0025915460159085793,0.0031691859536482014,1.1606520708134829
2025-03-02T09:59:00,347953.6598089649,84.5573091921028,15.748385922014235,-0.017939049888807013,0.00259300477981439,0.003170199532748608,1.1606484770506296
2025-03-02T10:00:00,347952.5846354435,84.71293477162365,15.93862773168411,-0.017899002227180105,0.0025945247677094363,0.0031711903223025553,1.1606448906578015
2025-03-02T10:01:00,347951.5120577434,84.86865339479503,16.12892830417195,-0.017852515638979938,0.0025961062856561913,0.0031721582868693117,1.1606413129237005
2025-03-02T10:02:00,347950.4424621299,85.02446876274746,16.319286268874304,-0.01779959356017624,0.0025977496450131404,0.003173103389011763,1.1606377451367706
2025-03-02T10:03:00,347949.3762345359,85.18038459543483,16.509700252868864,-0.017740239551147674,0.0025994551624971968,0.003174025589279838,1.1606341885843434
2025-03-02T10:04:00,347948.31376076373,85.33640463199256,16.700168880815873,-0.017674457296910084,0.0026012231602478516,0.0031749248461940102,1.160630644553319
2025-03-02T10:05:00,347947.25542903907,85.49253263070432,16.89069077460323,-0.017602250606176817,0.0026030539658867926,0.003175801116226457,1.1606271143386775
2025-03-02T10:06:00,347946.20161937125,85.6487723706849,17.08126455409511,-0.017523623414581024,0.0026049479126009547,0.0031766543537901522,1.1606235992079934
2025-03-02T10:07:00,347945.1527221554,85.80512764986818,17.27188883549363,-0.017438579779192942,0.0026069053391774006,0.0031774845112097234,1.1606201004634862
2025-03-02T10:08:00,347944.1091194979,85.96160228768476,17.46256223272545,-0.01734712388396442,0.002608926590101229,0.003178291538714388,1.1606166193797245
